shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1204991.0421204991,49.2030941,6.8419061,21
1204991.0421204991,49.1996154,6.8372495,22
1204991.0421204991,49.1961761,6.8336167,23
1204991.0421204991,49.1934839,6.831074,24
1204991.0421204991,49.1909116,6.8168119,25
1204991.0421204991,49.1873449,6.8140933,26
1204991.0421204991,49.1840246,6.8148306,27
1204991.0421204991,49.1799074,6.8160372,28
1204991.0421204991,49.1771684,6.811968,29
1204991.0421204991,49.179253,6.8544186,30
1204991.0421204991,49.1815426,6.8571301,31
1204991.0421204991,49.184867,6.8558932,32
1204991.0421204991,49.1894035,6.8532775,33
1204991.0421204991,49.2010176,6.8473176,34
1204991.0421204991,49.1734067,6.8440555,35
1204991.0421204991,49.1966668,6.8484143,36
1204991.0421204991,49.2290625,6.8231696,37
1204991.0421204991,49.2325725,6.8294407,38
1204991.0421204991,49.2321609,6.8290813,39
1204991.0421204991,49.2345219,6.8341667,40
1204991.0421204991,49.2349145,6.8343313,41
1204991.0421204991,49.2359498,6.8377799,42
1204991.0421204991,49.2359815,6.8379561,43
1204991.0421204991,49.2406846,6.8386702,44
1204991.0421204991,49.2407332,6.838394,45
1204991.0421204991,49.2452178,6.8385212,46
1204991.0421204991,49.2452142,6.8383565,47
1204991.0421204991,49.2487544,6.8467415,48
1204991.0421204991,49.2498932,6.8590442,49
1204991.0421204991,49.2511866,6.8603989,50
1204991.0421204991,49.2508573,6.8539007,51
1204991.0431204991,49.1526681,6.8361183,0
1204991.0431204991,49.1561452,6.8350338,1
1204991.0431204991,49.15804,6.8396947,2
1204991.0431204991,49.1681002,6.8384671,3
1204991.0431204991,49.1679559,6.8376293,4
1204991.0431204991,49.1545857,6.8411844,5
1204991.0431204991,49.1578714,6.8437249,6
1204991.0431204991,49.1592869,6.8427852,7
1204991.0431204991,49.1700856,6.8298941,8
1204991.0431204991,49.1712372,6.8240445,9
1204991.0431204991,49.2290223,6.8227512,10
1204991.0431204991,49.2180794,6.8252342,11
1204991.0431204991,49.2184923,6.8246951,12
1204991.0431204991,49.2155858,6.8266752,13
1204991.0431204991,49.2126953,6.8288892,14
1204991.0431204991,49.2106091,6.831964,15
1204991.0431204991,49.2093975,6.8336903,16
1204991.0431204991,49.2083384,6.8353998,17
1204991.0431204991,49.2062554,6.8402437,18
1204991.0431204991,49.2052539,6.8431015,19
1204991.0431204991,49.2034717,6.8459781,20
1204991.0431204991,49.2030941,6.8419061,21
1204991.0431204991,49.1996154,6.8372495,22
1204991.0431204991,49.1961761,6.8336167,23
1204991.0431204991,49.1934839,6.831074,24
1204991.0431204991,49.1909116,6.8168119,25
1204991.0431204991,49.1873449,6.8140933,26
1204991.0431204991,49.1840246,6.8148306,27
1204991.0431204991,49.1799074,6.8160372,28
1204991.0431204991,49.1771684,6.811968,29
1204991.0431204991,49.179253,6.8544186,30
1204991.0431204991,49.1815426,6.8571301,31
1204991.0431204991,49.184867,6.8558932,32
1204991.0431204991,49.1894035,6.8532775,33
1204991.0431204991,49.2010176,6.8473176,34
1204991.0431204991,49.1734067,6.8440555,35
1204991.0431204991,49.1966668,6.8484143,36
1204991.0431204991,49.2290625,6.8231696,37
1204991.0431204991,49.2325725,6.8294407,38
1204991.0431204991,49.2321609,6.8290813,39
1204991.0431204991,49.2345219,6.8341667,40
1204991.0431204991,49.2349145,6.8343313,41
1204991.0431204991,49.2359498,6.8377799,42
1204991.0431204991,49.2359815,6.8379561,43
1204991.0431204991,49.2406846,6.8386702,44
1204991.0431204991,49.2407332,6.838394,45
1204991.0431204991,49.2452178,6.8385212,46
1204991.0431204991,49.2452142,6.8383565,47
1204991.0431204991,49.2487544,6.8467415,48
1204991.0431204991,49.2498932,6.8590442,49
1204991.0431204991,49.2511866,6.8603989,50
1204991.0431204991,49.2508573,6.8539007,51
1204991.0441204991,49.1526681,6.8361183,0
1204991.0441204991,49.1561452,6.8350338,1
1204991.0441204991,49.15804,6.8396947,2
1204991.0441204991,49.1681002,6.8384671,3
1204991.0441204991,49.1679559,6.8376293,4
1204991.0441204991,49.1545857,6.8411844,5
1204991.0441204991,49.1578714,6.8437249,6
1204991.0441204991,49.1592869,6.8427852,7
1204991.0441204991,49.1700856,6.8298941,8
1204991.0441204991,49.1712372,6.8240445,9
1204991.0441204991,49.2290223,6.8227512,10
1204991.0441204991,49.2180794,6.8252342,11
1204991.0441204991,49.2184923,6.8246951,12
1204991.0441204991,49.2155858,6.8266752,13
1204991.0441204991,49.2126953,6.8288892,14
1204991.0441204991,49.2106091,6.831964,15
1204991.0441204991,49.2093975,6.8336903,16
1204991.0441204991,49.2083384,6.8353998,17
1204991.0441204991,49.2062554,6.8402437,18
1204991.0441204991,49.2052539,6.8431015,19
1204991.0441204991,49.2034717,6.8459781,20
1204991.0441204991,49.2030941,6.8419061,21
1204991.0441204991,49.1996154,6.8372495,22
1204991.0441204991,49.1961761,6.8336167,23
1204991.0441204991,49.1934839,6.831074,24
1204991.0441204991,49.1909116,6.8168119,25
1204991.0441204991,49.1873449,6.8140933,26
1204991.0441204991,49.1840246,6.8148306,27
1204991.0441204991,49.1799074,6.8160372,28
1204991.0441204991,49.1771684,6.811968,29
1204991.0441204991,49.179253,6.8544186,30
1204991.0441204991,49.1815426,6.8571301,31
1204991.0441204991,49.184867,6.8558932,32
1204991.0441204991,49.1894035,6.8532775,33
1204991.0441204991,49.2010176,6.8473176,34
1204991.0441204991,49.1734067,6.8440555,35
1204991.0441204991,49.1966668,6.8484143,36
1204991.0441204991,49.2290625,6.8231696,37
1204991.0441204991,49.2325725,6.8294407,38
1204991.0441204991,49.2321609,6.8290813,39
1204991.0441204991,49.2345219,6.8341667,40
1204991.0441204991,49.2349145,6.8343313,41
1204991.0441204991,49.2359498,6.8377799,42
1204991.0441204991,49.2359815,6.8379561,43
1204991.0441204991,49.2406846,6.8386702,44
1204991.0441204991,49.2407332,6.838394,45
1204991.0441204991,49.2452178,6.8385212,46
1204991.0441204991,49.2452142,6.8383565,47
1204991.0441204991,49.2487544,6.8467415,48
1204991.0441204991,49.2498932,6.8590442,49
1204991.0441204991,49.2511866,6.8603989,50
1204991.0441204991,49.2508573,6.8539007,51
1204991.0451204991,49.1526681,6.8361183,0
1204991.0451204991,49.1561452,6.8350338,1
1204991.0451204991,49.15804,6.8396947,2
1204991.0451204991,49.1681002,6.8384671,3
1204991.0451204991,49.1679559,6.8376293,4
1204991.0451204991,49.1545857,6.8411844,5
1204991.0451204991,49.1578714,6.8437249,6
1204991.0451204991,49.1592869,6.8427852,7
1204991.0451204991,49.1700856,6.8298941,8
1204991.0451204991,49.1712372,6.8240445,9
1204991.0451204991,49.2290223,6.8227512,10
1204991.0451204991,49.2180794,6.8252342,11
1204991.0451204991,49.2184923,6.8246951,12
1204991.0451204991,49.2155858,6.8266752,13
1204991.0451204991,49.2126953,6.8288892,14
1204991.0451204991,49.2106091,6.831964,15
1204991.0451204991,49.2093975,6.8336903,16
1204991.0451204991,49.2083384,6.8353998,17
1204991.0451204991,49.2062554,6.8402437,18
1204991.0451204991,49.2052539,6.8431015,19
1204991.0451204991,49.2034717,6.8459781,20
1204991.0451204991,49.2030941,6.8419061,21
1204991.0451204991,49.1996154,6.8372495,22
1204991.0451204991,49.1961761,6.8336167,23
1204991.0451204991,49.1934839,6.831074,24
1204991.0451204991,49.1909116,6.8168119,25
1204991.0451204991,49.1873449,6.8140933,26
1204991.0451204991,49.1840246,6.8148306,27
1204991.0451204991,49.1799074,6.8160372,28
1204991.0451204991,49.1771684,6.811968,29
1204991.0451204991,49.179253,6.8544186,30
1204991.0451204991,49.1815426,6.8571301,31
1204991.0451204991,49.184867,6.8558932,32
1204991.0451204991,49.1894035,6.8532775,33
1204991.0451204991,49.2010176,6.8473176,34
1204991.0451204991,49.1734067,6.8440555,35
1204991.0451204991,49.1966668,6.8484143,36
1204991.0451204991,49.2290625,6.8231696,37
1204991.0451204991,49.2325725,6.8294407,38
1204991.0451204991,49.2321609,6.8290813,39
1204991.0451204991,49.2345219,6.8341667,40
1204991.0451204991,49.2349145,6.8343313,41
1204991.0451204991,49.2359498,6.8377799,42
1204991.0451204991,49.2359815,6.8379561,43
1204991.0451204991,49.2406846,6.8386702,44
1204991.0451204991,49.2407332,6.838394,45
1204991.0451204991,49.2452178,6.8385212,46
1204991.0451204991,49.2452142,6.8383565,47
1204991.0451204991,49.2487544,6.8467415,48
1204991.0451204991,49.2498932,6.8590442,49
1204991.0451204991,49.2511866,6.8603989,50
1204991.0451204991,49.2508573,6.8539007,51
1204991.0461204991,49.1526681,6.8361183,0
1204991.0461204991,49.1561452,6.8350338,1
1204991.0461204991,49.15804,6.8396947,2
1204991.0461204991,49.1681002,6.8384671,3
1204991.0461204991,49.1679559,6.8376293,4
1204991.0461204991,49.1545857,6.8411844,5
1204991.0461204991,49.1578714,6.8437249,6
1204991.0461204991,49.1592869,6.8427852,7
1204991.0461204991,49.1700856,6.8298941,8
1204991.0461204991,49.1712372,6.8240445,9
1204991.0461204991,49.2290223,6.8227512,10
1204991.0461204991,49.2180794,6.8252342,11
1204991.0461204991,49.2184923,6.8246951,12
1204991.0461204991,49.2155858,6.8266752,13
1204991.0461204991,49.2126953,6.8288892,14
1204991.0461204991,49.2106091,6.831964,15
1204991.0461204991,49.2093975,6.8336903,16
1204991.0461204991,49.2083384,6.8353998,17
1204991.0461204991,49.2062554,6.8402437,18
1204991.0461204991,49.2052539,6.8431015,19
1204991.0461204991,49.2034717,6.8459781,20
1204991.0461204991,49.2030941,6.8419061,21
1204991.0461204991,49.1996154,6.8372495,22
1204991.0461204991,49.1961761,6.8336167,23
1204991.0461204991,49.1934839,6.831074,24
1204991.0461204991,49.1909116,6.8168119,25
1204991.0461204991,49.1873449,6.8140933,26
1204991.0461204991,49.1840246,6.8148306,27
1204991.0461204991,49.1799074,6.8160372,28
1204991.0461204991,49.1771684,6.811968,29
1204991.0461204991,49.179253,6.8544186,30
1204991.0461204991,49.1815426,6.8571301,31
1204991.0461204991,49.184867,6.8558932,32
1204991.0461204991,49.1894035,6.8532775,33
1204991.0461204991,49.2010176,6.8473176,34
1204991.0461204991,49.1734067,6.8440555,35
1204991.0461204991,49.1966668,6.8484143,36
1204991.0461204991,49.2290625,6.8231696,37
1204991.0461204991,49.2325725,6.8294407,38
1204991.0461204991,49.2321609,6.8290813,39
1204991.0461204991,49.2345219,6.8341667,40
1204991.0461204991,49.2349145,6.8343313,41
1204991.0461204991,49.2359498,6.8377799,42
1204991.0461204991,49.2359815,6.8379561,43
1204991.0461204991,49.2406846,6.8386702,44
1204991.0461204991,49.2407332,6.838394,45
1204991.0461204991,49.2452178,6.8385212,46
1204991.0461204991,49.2452142,6.8383565,47
1204991.0461204991,49.2487544,6.8467415,48
1204991.0461204991,49.2498932,6.8590442,49
1204991.0461204991,49.2511866,6.8603989,50
1204991.0461204991,49.2508573,6.8539007,51
1204991.0471204991,49.1526681,6.8361183,0
1204991.0471204991,49.1561452,6.8350338,1
1204991.0471204991,49.15804,6.8396947,2
1204991.0471204991,49.1681002,6.8384671,3
1204991.0471204991,49.1679559,6.8376293,4
1204991.0471204991,49.1545857,6.8411844,5
1204991.0471204991,49.1578714,6.8437249,6
1204991.0471204991,49.1592869,6.8427852,7
1204991.0471204991,49.1700856,6.8298941,8
1204991.0471204991,49.1712372,6.8240445,9
1204991.0471204991,49.2290223,6.8227512,10
1204991.0471204991,49.2180794,6.8252342,11
1204991.0471204991,49.2184923,6.8246951,12
1204991.0471204991,49.2155858,6.8266752,13
1204991.0471204991,49.2126953,6.8288892,14
1204991.0471204991,49.2106091,6.831964,15
1204991.0471204991,49.2093975,6.8336903,16
1204991.0471204991,49.2083384,6.8353998,17
1204991.0471204991,49.2062554,6.8402437,18
1204991.0471204991,49.2052539,6.8431015,19
1204991.0471204991,49.2034717,6.8459781,20
1204991.0471204991,49.2030941,6.8419061,21
1204991.0471204991,49.1996154,6.8372495,22
1204991.0471204991,49.1961761,6.8336167,23
1204991.0471204991,49.1934839,6.831074,24
1204991.0471204991,49.1909116,6.8168119,25
1204991.0471204991,49.1873449,6.8140933,26
1204991.0471204991,49.1840246,6.8148306,27
1204991.0471204991,49.1799074,6.8160372,28
1204991.0471204991,49.1771684,6.811968,29
1204991.0471204991,49.179253,6.8544186,30
1204991.0471204991,49.1815426,6.8571301,31
1204991.0471204991,49.184867,6.8558932,32
1204991.0471204991,49.1894035,6.8532775,33
1204991.0471204991,49.2010176,6.8473176,34
1204991.0471204991,49.1734067,6.8440555,35
1204991.0471204991,49.1966668,6.8484143,36
1204991.0471204991,49.2290625,6.8231696,37
1204991.0471204991,49.2325725,6.8294407,38
1204991.0471204991,49.2321609,6.8290813,39
1204991.0471204991,49.2345219,6.8341667,40
1204991.0471204991,49.2349145,6.8343313,41
1204991.0471204991,49.2359498,6.8377799,42
1204991.0471204991,49.2359815,6.8379561,43
1204991.0471204991,49.2406846,6.8386702,44
1204991.0471204991,49.2407332,6.838394,45
1204991.0471204991,49.2452178,6.8385212,46
1204991.0471204991,49.2452142,6.8383565,47
1204991.0471204991,49.2487544,6.8467415,48
1204991.0471204991,49.2498932,6.8590442,49
1204991.0471204991,49.2511866,6.8603989,50
1204991.0471204991,49.2508573,6.8539007,51
1204991.0481204991,49.1526681,6.8361183,0
1204991.0481204991,49.1561452,6.8350338,1
1204991.0481204991,49.15804,6.8396947,2
1204991.0481204991,49.1681002,6.8384671,3
1204991.0481204991,49.1679559,6.8376293,4
1204991.0481204991,49.1545857,6.8411844,5
1204991.0481204991,49.1578714,6.8437249,6
1204991.0481204991,49.1592869,6.8427852,7
1204991.0481204991,49.1700856,6.8298941,8
1204991.0481204991,49.1712372,6.8240445,9
1204991.0481204991,49.2290223,6.8227512,10
1204991.0481204991,49.2180794,6.8252342,11
1204991.0481204991,49.2184923,6.8246951,12
1204991.0481204991,49.2155858,6.8266752,13
1204991.0481204991,49.2126953,6.8288892,14
1204991.0481204991,49.2106091,6.831964,15
1204991.0481204991,49.2093975,6.8336903,16
1204991.0481204991,49.2083384,6.8353998,17
1204991.0481204991,49.2062554,6.8402437,18
1204991.0481204991,49.2052539,6.8431015,19
1204991.0481204991,49.2034717,6.8459781,20
1204991.0481204991,49.2030941,6.8419061,21
1204991.0481204991,49.1996154,6.8372495,22
1204991.0481204991,49.1961761,6.8336167,23
1204991.0481204991,49.1934839,6.831074,24
1204991.0481204991,49.1909116,6.8168119,25
1204991.0481204991,49.1873449,6.8140933,26
1204991.0481204991,49.1840246,6.8148306,27
1204991.0481204991,49.1799074,6.8160372,28
1204991.0481204991,49.1771684,6.811968,29
1204991.0481204991,49.179253,6.8544186,30
1204991.0481204991,49.1815426,6.8571301,31
1204991.0481204991,49.184867,6.8558932,32
1204991.0481204991,49.1894035,6.8532775,33
1204991.0481204991,49.2010176,6.8473176,34
1204991.0481204991,49.1734067,6.8440555,35
1204991.0481204991,49.1966668,6.8484143,36
1204991.0481204991,49.2290625,6.8231696,37
1204991.0481204991,49.2325725,6.8294407,38
1204991.0481204991,49.2321609,6.8290813,39
1204991.0481204991,49.2345219,6.8341667,40
1204991.0481204991,49.2349145,6.8343313,41
1204991.0481204991,49.2359498,6.8377799,42
1204991.0481204991,49.2359815,6.8379561,43
1204991.0481204991,49.2406846,6.8386702,44
1204991.0481204991,49.2407332,6.838394,45
1204991.0481204991,49.2452178,6.8385212,46
1204991.0481204991,49.2452142,6.8383565,47
1204991.0481204991,49.2487544,6.8467415,48
1204991.0481204991,49.2498932,6.8590442,49
1204991.0481204991,49.2511866,6.8603989,50
1204991.0481204991,49.2508573,6.8539007,51
1204991.0491204991,49.1526681,6.8361183,0
1204991.0491204991,49.1561452,6.8350338,1
1204991.0491204991,49.15804,6.8396947,2
1204991.0491204991,49.1681002,6.8384671,3
1204991.0491204991,49.1679559,6.8376293,4
1204991.0491204991,49.1545857,6.8411844,5
1204991.0491204991,49.1578714,6.8437249,6
1204991.0491204991,49.1592869,6.8427852,7
1204991.0491204991,49.1700856,6.8298941,8
1204991.0491204991,49.1712372,6.8240445,9
1204991.0491204991,49.2290223,6.8227512,10
1204991.0491204991,49.2180794,6.8252342,11
1204991.0491204991,49.2184923,6.8246951,12
1204991.0491204991,49.2155858,6.8266752,13
1204991.0491204991,49.2126953,6.8288892,14
1204991.0491204991,49.2106091,6.831964,15
1204991.0491204991,49.2093975,6.8336903,16
1204991.0491204991,49.2083384,6.8353998,17
1204991.0491204991,49.2062554,6.8402437,18
1204991.0491204991,49.2052539,6.8431015,19
1204991.0491204991,49.2034717,6.8459781,20
1204991.0491204991,49.2030941,6.8419061,21
1204991.0491204991,49.1996154,6.8372495,22
1204991.0491204991,49.1961761,6.8336167,23
1204991.0491204991,49.1934839,6.831074,24
1204991.0491204991,49.1909116,6.8168119,25
1204991.0491204991,49.1873449,6.8140933,26
1204991.0491204991,49.1840246,6.8148306,27
1204991.0491204991,49.1799074,6.8160372,28
1204991.0491204991,49.1771684,6.811968,29
1204991.0491204991,49.179253,6.8544186,30
1204991.0491204991,49.1815426,6.8571301,31
1204991.0491204991,49.184867,6.8558932,32
1204991.0491204991,49.1894035,6.8532775,33
1204991.0491204991,49.2010176,6.8473176,34
1204991.0491204991,49.1734067,6.8440555,35
1204991.0491204991,49.1966668,6.8484143,36
1204991.0491204991,49.2290625,6.8231696,37
1204991.0491204991,49.2325725,6.8294407,38
1204991.0491204991,49.2321609,6.8290813,39
1204991.0491204991,49.2345219,6.8341667,40
1204991.0491204991,49.2349145,6.8343313,41
1204991.0491204991,49.2359498,6.8377799,42
1204991.0491204991,49.2359815,6.8379561,43
1204991.0491204991,49.2406846,6.8386702,44
1204991.0491204991,49.2407332,6.838394,45
1204991.0491204991,49.2452178,6.8385212,46
1204991.0491204991,49.2452142,6.8383565,47
1204991.0491204991,49.2487544,6.8467415,48
1204991.0491204991,49.2498932,6.8590442,49
1204991.0491204991,49.2511866,6.8603989,50
1204991.0491204991,49.2508573,6.8539007,51
1204991.0501204991,49.1526681,6.8361183,0
1204991.0501204991,49.1561452,6.8350338,1
1204991.0501204991,49.15804,6.8396947,2
1204991.0501204991,49.1681002,6.8384671,3
1204991.0501204991,49.1679559,6.8376293,4
1204991.0501204991,49.1545857,6.8411844,5
1204991.0501204991,49.1578714,6.8437249,6
1204991.0501204991,49.1592869,6.8427852,7
1204991.0501204991,49.1700856,6.8298941,8
1204991.0501204991,49.1712372,6.8240445,9
1204991.0501204991,49.2290223,6.8227512,10
1204991.0501204991,49.2180794,6.8252342,11
1204991.0501204991,49.2184923,6.8246951,12
1204991.0501204991,49.2155858,6.8266752,13
1204991.0501204991,49.2126953,6.8288892,14
1204991.0501204991,49.2106091,6.831964,15
1204991.0501204991,49.2093975,6.8336903,16
1204991.0501204991,49.2083384,6.8353998,17
1204991.0501204991,49.2062554,6.8402437,18
1204991.0501204991,49.2052539,6.8431015,19
1204991.0501204991,49.2034717,6.8459781,20
1204991.0501204991,49.2030941,6.8419061,21
1204991.0501204991,49.1996154,6.8372495,22
1204991.0501204991,49.1961761,6.8336167,23
1204991.0501204991,49.1934839,6.831074,24
1204991.0501204991,49.1909116,6.8168119,25
1204991.0501204991,49.1873449,6.8140933,26
1204991.0501204991,49.1840246,6.8148306,27
1204991.0501204991,49.1799074,6.8160372,28
1204991.0501204991,49.1771684,6.811968,29
1204991.0501204991,49.179253,6.8544186,30
1204991.0501204991,49.1815426,6.8571301,31
1204991.0501204991,49.184867,6.8558932,32
1204991.0501204991,49.1894035,6.8532775,33
1204991.0501204991,49.2010176,6.8473176,34
1204991.0501204991,49.1734067,6.8440555,35
1204991.0501204991,49.1966668,6.8484143,36
1204991.0501204991,49.2290625,6.8231696,37
1204991.0501204991,49.2325725,6.8294407,38
1204991.0501204991,49.2321609,6.8290813,39
1204991.0501204991,49.2345219,6.8341667,40
1204991.0501204991,49.2349145,6.8343313,41
1204991.0501204991,49.2359498,6.8377799,42
1204991.0501204991,49.2359815,6.8379561,43
1204991.0501204991,49.2406846,6.8386702,44
1204991.0501204991,49.2407332,6.838394,45
1204991.0501204991,49.2452178,6.8385212,46
1204991.0501204991,49.2452142,6.8383565,47
1204991.0501204991,49.2487544,6.8467415,48
1204991.0501204991,49.2498932,6.8590442,49
1204991.0501204991,49.2511866,6.8603989,50
1204991.0501204991,49.2508573,6.8539007,51
1204991.0511204991,49.1526681,6.8361183,0
1204991.0511204991,49.1561452,6.8350338,1
1204991.0511204991,49.15804,6.8396947,2
1204991.0511204991,49.1681002,6.8384671,3
1204991.0511204991,49.1679559,6.8376293,4
1204991.0511204991,49.1545857,6.8411844,5
1204991.0511204991,49.1578714,6.8437249,6
1204991.0511204991,49.1592869,6.8427852,7
1204991.0511204991,49.1700856,6.8298941,8
1204991.0511204991,49.1712372,6.8240445,9
1204991.0511204991,49.2290223,6.8227512,10
1204991.0511204991,49.2180794,6.8252342,11
1204991.0511204991,49.2184923,6.8246951,12
1204991.0511204991,49.2155858,6.8266752,13
1204991.0511204991,49.2126953,6.8288892,14
1204991.0511204991,49.2106091,6.831964,15
1204991.0511204991,49.2093975,6.8336903,16
1204991.0511204991,49.2083384,6.8353998,17
1204991.0511204991,49.2062554,6.8402437,18
1204991.0511204991,49.2052539,6.8431015,19
1204991.0511204991,49.2034717,6.8459781,20
1204991.0511204991,49.2030941,6.8419061,21
1204991.0511204991,49.1996154,6.8372495,22
1204991.0511204991,49.1961761,6.8336167,23
1204991.0511204991,49.1934839,6.831074,24
1204991.0511204991,49.1909116,6.8168119,25
1204991.0511204991,49.1873449,6.8140933,26
1204991.0511204991,49.1840246,6.8148306,27
1204991.0511204991,49.1799074,6.8160372,28
1204991.0511204991,49.1771684,6.811968,29
1204991.0511204991,49.179253,6.8544186,30
1204991.0511204991,49.1815426,6.8571301,31
1204991.0511204991,49.184867,6.8558932,32
1204991.0511204991,49.1894035,6.8532775,33
1204991.0511204991,49.2010176,6.8473176,34
1204991.0511204991,49.1734067,6.8440555,35
1204991.0511204991,49.1966668,6.8484143,36
1204991.0511204991,49.2290625,6.8231696,37
1204991.0511204991,49.2325725,6.8294407,38
1204991.0511204991,49.2321609,6.8290813,39
1204991.0511204991,49.2345219,6.8341667,40
1204991.0511204991,49.2349145,6.8343313,41
1204991.0511204991,49.2359498,6.8377799,42
1204991.0511204991,49.2359815,6.8379561,43
1204991.0511204991,49.2406846,6.8386702,44
1204991.0511204991,49.2407332,6.838394,45
1204991.0511204991,49.2452178,6.8385212,46
1204991.0511204991,49.2452142,6.8383565,47
1204991.0511204991,49.2487544,6.8467415,48
1204991.0511204991,49.2498932,6.8590442,49
1204991.0511204991,49.2511866,6.8603989,50
1204991.0511204991,49.2508573,6.8539007,51
1204991.0521204991,49.1526681,6.8361183,0
1204991.0521204991,49.1561452,6.8350338,1
1204991.0521204991,49.15804,6.8396947,2
1204991.0521204991,49.1681002,6.8384671,3
1204991.0521204991,49.1679559,6.8376293,4
1204991.0521204991,49.1545857,6.8411844,5
1204991.0521204991,49.1578714,6.8437249,6
1204991.0521204991,49.1592869,6.8427852,7
1204991.0521204991,49.1700856,6.8298941,8
1204991.0521204991,49.1712372,6.8240445,9
1204991.0521204991,49.2290223,6.8227512,10
1204991.0521204991,49.2180794,6.8252342,11
1204991.0521204991,49.2184923,6.8246951,12
1204991.0521204991,49.2155858,6.8266752,13
1204991.0521204991,49.2126953,6.8288892,14
1204991.0521204991,49.2106091,6.831964,15
1204991.0521204991,49.2093975,6.8336903,16
1204991.0521204991,49.2083384,6.8353998,17
1204991.0521204991,49.2062554,6.8402437,18
1204991.0521204991,49.2052539,6.8431015,19
1204991.0521204991,49.2034717,6.8459781,20
1204991.0521204991,49.2030941,6.8419061,21
1204991.0521204991,49.1996154,6.8372495,22
1204991.0521204991,49.1961761,6.8336167,23
1204991.0521204991,49.1934839,6.831074,24
1204991.0521204991,49.1909116,6.8168119,25
1204991.0521204991,49.1873449,6.8140933,26
1204991.0521204991,49.1840246,6.8148306,27
1204991.0521204991,49.1799074,6.8160372,28
1204991.0521204991,49.1771684,6.811968,29
1204991.0521204991,49.179253,6.8544186,30
1204991.0521204991,49.1815426,6.8571301,31
1204991.0521204991,49.184867,6.8558932,32
1204991.0521204991,49.1894035,6.8532775,33
1204991.0521204991,49.2010176,6.8473176,34
1204991.0521204991,49.1734067,6.8440555,35
1204991.0521204991,49.1966668,6.8484143,36
1204991.0521204991,49.2290625,6.8231696,37
1204991.0521204991,49.2325725,6.8294407,38
1204991.0521204991,49.2321609,6.8290813,39
1204991.0521204991,49.2345219,6.8341667,40
1204991.0521204991,49.2349145,6.8343313,41
1204991.0521204991,49.2359498,6.8377799,42
1204991.0521204991,49.2359815,6.8379561,43
1204991.0521204991,49.2406846,6.8386702,44
1204991.0521204991,49.2407332,6.838394,45
1204991.0521204991,49.2452178,6.8385212,46
1204991.0521204991,49.2452142,6.8383565,47
1204991.0521204991,49.2487544,6.8467415,48
1204991.0521204991,49.2498932,6.8590442,49
1204991.0521204991,49.2511866,6.8603989,50
1204991.0521204991,49.2508573,6.8539007,51
1204991.0531204991,49.1526681,6.8361183,0
1204991.0531204991,49.1561452,6.8350338,1
1204991.0531204991,49.15804,6.8396947,2
1204991.0531204991,49.1681002,6.8384671,3
1204991.0531204991,49.1679559,6.8376293,4
1204991.0531204991,49.1545857,6.8411844,5
1204991.0531204991,49.1578714,6.8437249,6
1204991.0531204991,49.1592869,6.8427852,7
1204991.0531204991,49.1700856,6.8298941,8
1204991.0531204991,49.1712372,6.8240445,9
1204991.0531204991,49.2290223,6.8227512,10
1204991.0531204991,49.2180794,6.8252342,11
1204991.0531204991,49.2184923,6.8246951,12
1204991.0531204991,49.2155858,6.8266752,13
1204991.0531204991,49.2126953,6.8288892,14
1204991.0531204991,49.2106091,6.831964,15
1204991.0531204991,49.2093975,6.8336903,16
1204991.0531204991,49.2083384,6.8353998,17
1204991.0531204991,49.2062554,6.8402437,18
1204991.0531204991,49.2052539,6.8431015,19
1204991.0531204991,49.2034717,6.8459781,20
1204991.0531204991,49.2030941,6.8419061,21
1204991.0531204991,49.1996154,6.8372495,22
1204991.0531204991,49.1961761,6.8336167,23
1204991.0531204991,49.1934839,6.831074,24
1204991.0531204991,49.1909116,6.8168119,25
1204991.0531204991,49.1873449,6.8140933,26
1204991.0531204991,49.1840246,6.8148306,27
1204991.0531204991,49.1799074,6.8160372,28
1204991.0531204991,49.1771684,6.811968,29
1204991.0531204991,49.179253,6.8544186,30
1204991.0531204991,49.1815426,6.8571301,31
1204991.0531204991,49.184867,6.8558932,32
1204991.0531204991,49.1894035,6.8532775,33
1204991.0531204991,49.2010176,6.8473176,34
1204991.0531204991,49.1734067,6.8440555,35
1204991.0531204991,49.1966668,6.8484143,36
1204991.0531204991,49.2290625,6.8231696,37
1204991.0531204991,49.2325725,6.8294407,38
1204991.0531204991,49.2321609,6.8290813,39
1204991.0531204991,49.2345219,6.8341667,40
1204991.0531204991,49.2349145,6.8343313,41
1204991.0531204991,49.2359498,6.8377799,42
1204991.0531204991,49.2359815,6.8379561,43
1204991.0531204991,49.2406846,6.8386702,44
1204991.0531204991,49.2407332,6.838394,45
1204991.0531204991,49.2452178,6.8385212,46
1204991.0531204991,49.2452142,6.8383565,47
1204991.0531204991,49.2487544,6.8467415,48
1204991.0531204991,49.2498932,6.8590442,49
1204991.0531204991,49.2511866,6.8603989,50
1204991.0531204991,49.2508573,6.8539007,51
1204991.0541204991,49.1526681,6.8361183,0
1204991.0541204991,49.1561452,6.8350338,1
1204991.0541204991,49.15804,6.8396947,2
1204991.0541204991,49.1681002,6.8384671,3
1204991.0541204991,49.1679559,6.8376293,4
1204991.0541204991,49.1545857,6.8411844,5
1204991.0541204991,49.1578714,6.8437249,6
